,_links,awayTeamName,date,homeTeamName,matchday,odds,result,status,real_timestamp,weekday,startingHour,goalsAwayTeam,goalsHomeTeam,halfTime,outcome
291,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153337'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/667'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/682'}}",AZ Alkmaar,2017-05-07T12:30:00Z,NEC Nijmegen,33,"{'homeWin': 3.6, 'draw': 3.6, 'awayWin': 1.95}","{'goalsHomeTeam': None, 'goalsAwayTeam': None}",TIMED,2017-05-07 12:30:00,6,12,,,,1
292,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153338'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/684'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/673'}}",SC Heerenveen,2017-05-07T12:30:00Z,PEC Zwolle,33,"{'homeWin': 2.3, 'draw': 3.4, 'awayWin': 2.9}","{'goalsHomeTeam': None, 'goalsAwayTeam': None}",TIMED,2017-05-07 12:30:00,6,12,,,,1
293,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153339'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/665'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/672'}}",Willem II Tilburg,2017-05-07T12:30:00Z,Roda JC Kerkrade,33,"{'homeWin': 1.72, 'draw': 3.6, 'awayWin': 4.8}","{'goalsHomeTeam': None, 'goalsAwayTeam': None}",TIMED,2017-05-07 12:30:00,6,12,,,,1
294,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153336'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/671'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/680'}}",ADO Den Haag,2017-05-07T12:30:00Z,Heracles Almelo,33,"{'homeWin': 1.75, 'draw': 3.6, 'awayWin': 4.33}","{'goalsHomeTeam': None, 'goalsAwayTeam': None}",TIMED,2017-05-07 12:30:00,6,12,,,,1
295,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153598'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/1085'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/666'}}",FC Twente Enschede,2017-05-07T12:30:00Z,Sparta Rotterdam,33,"{'homeWin': 2.37, 'draw': 3.3, 'awayWin': 2.87}","{'goalsHomeTeam': None, 'goalsAwayTeam': None}",TIMED,2017-05-07 12:30:00,6,12,,,,1
296,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153340'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/676'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/679'}}",Vitesse Arnhem,2017-05-07T12:30:00Z,FC Utrecht,33,"{'homeWin': 1.95, 'draw': 3.5, 'awayWin': 3.75}","{'goalsHomeTeam': None, 'goalsAwayTeam': None}",TIMED,2017-05-07 12:30:00,6,12,,,,1
297,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153597'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/718'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/1085'}}",Sparta Rotterdam,2017-05-14T12:30:00Z,Go Ahead Eagles Deventer,34,,"{'goalsHomeTeam': None, 'goalsAwayTeam': None}",SCHEDULED,2017-05-14 12:30:00,6,12,,,,1
298,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153326'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/682'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/676'}}",FC Utrecht,2017-05-14T12:30:00Z,AZ Alkmaar,34,,"{'goalsHomeTeam': None, 'goalsAwayTeam': None}",SCHEDULED,2017-05-14 12:30:00,6,12,,,,1
299,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153327'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/675'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/671'}}",Heracles Almelo,2017-05-14T12:30:00Z,Feyenoord Rotterdam,34,,"{'goalsHomeTeam': None, 'goalsAwayTeam': None}",SCHEDULED,2017-05-14 12:30:00,6,12,,,,1
300,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153328'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/673'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/667'}}",NEC Nijmegen,2017-05-14T12:30:00Z,SC Heerenveen,34,,"{'goalsHomeTeam': None, 'goalsAwayTeam': None}",SCHEDULED,2017-05-14 12:30:00,6,12,,,,1
301,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153329'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/674'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/684'}}",PEC Zwolle,2017-05-14T12:30:00Z,PSV Eindhoven,34,,"{'goalsHomeTeam': None, 'goalsAwayTeam': None}",SCHEDULED,2017-05-14 12:30:00,6,12,,,,1
302,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153330'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/666'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/677'}}",FC Groningen,2017-05-14T12:30:00Z,FC Twente Enschede,34,,"{'goalsHomeTeam': None, 'goalsAwayTeam': None}",SCHEDULED,2017-05-14 12:30:00,6,12,,,,1
303,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153325'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/680'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/670'}}",Excelsior,2017-05-14T12:30:00Z,ADO Den Haag,34,,"{'goalsHomeTeam': None, 'goalsAwayTeam': None}",SCHEDULED,2017-05-14 12:30:00,6,12,,,,1
304,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153332'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/672'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/678'}}",Ajax Amsterdam,2017-05-14T12:30:00Z,Willem II Tilburg,34,,"{'goalsHomeTeam': None, 'goalsAwayTeam': None}",SCHEDULED,2017-05-14 12:30:00,6,12,,,,1
305,"{'self': {'href': 'http://api.football-data.org/v1/fixtures/153331'}, 'competition': {'href': 'http://api.football-data.org/v1/competitions/433'}, 'homeTeam': {'href': 'http://api.football-data.org/v1/teams/679'}, 'awayTeam': {'href': 'http://api.football-data.org/v1/teams/665'}}",Roda JC Kerkrade,2017-05-14T12:30:00Z,Vitesse Arnhem,34,,"{'goalsHomeTeam': None, 'goalsAwayTeam': None}",SCHEDULED,2017-05-14 12:30:00,6,12,,,,1
